annee_deb_couv,mois_deb_couv,annee_fin_couv,mois_fin_couv,AGRUMES,ALCOOL_DE_BOUCHE,APPAREILS_DE_RECEPTION_ENREGISTREMENT_ET_REPRODUCTION,APPAREILS_ET_ARTICLES_POUR_SOINS_CORPORELS,APPAREILS_ET_MATERIEL_THERAPEUTIQUES,ARTICLES_DE_BIJOUTERIE_ET_D_HORLOGERIE,ASSURANCE_TRANSPORT,AUTOMOBILE,AUTRES_ARTICLES_VESTIMENTAIRES_ET_ACCESSOIRES_D_HABILLEMENT,AUTRES_CONSERVES_DE_POISSONS,AUTRES_EFFETS_PERSONNELS,AUTRES_FRUITS_FRAIS,AUTRES_MATIERES_GRASSES,AUTRES_PRODUITS_A_BASE_DE_TUBERCULES_ET_DE_PLANTAIN,AUTRES_PRODUITS_FRAIS_DE_MER_OU_DE_FLEUVE,AUTRES_SERVICES_N.C.A.,AUTRES_SERVICES_RELATIFS_AUX_VEHICULES_PERSONNELS,BEURRE_MARGARINE,BIENS_ET_SERVICES_DIVERS,BIERE,BOEUF,BOISSONS_ALCOOLISEES_TABAC_ET_STUPEFIANTS,BOISSONS_NON_ALCOOLISEES_ARTISANALES,BOISSONS_NON_ALCOOLISEES_INDUSTRIELLES,CAFE_THE_CACAO_ET_AUTRES_VEGETAUX_POUR_TISANES,CANTINES,CARBURANTS_ET_LUBRIFIANTS,CEREALES_NON_TRANSFORMEES,CHARCUTERIE_ET_CONSERVES_AUTRES_VIANDES_ET_PREPARATIONS_A_BASE_DE_VIANDE,COMBUSTIBLES_LIQUIDES,COMBUSTIBLES_SOLIDES_ET_AUTRES,COMMUNICATION,COMMUNICATION_TELEPHONIQUE,CONFECTION_ET_REPARATIONS_VETEMENTS_ENFANTS,CONFECTION_ET_REPARATIONS_VETEMENTS_FEMMES,CONFECTION_ET_REPARATIONS_VETEMENTS_HOMMES,CONFITURE_MIEL_CHOCOLAT_ET_CONFISERIE,CYCLE_MOTOCYCLE_ET_VEHICULE_A_TRACTION_ANIMALE,ENSEIGNEMENT,ENSEIGNEMENT_NON_DEFINI_PAR_NIVEAU,ENSEIGNEMENT_POST_SECONDAIRE_NON_SUPERIEUR,ENSEIGNEMENT_PRE_ELEMENTAIRE_ET_PRIMAIRE,ENSEIGNEMENT_SECONDAIRE,ENSEIGNEMENT_SUPERIEUR,ENTRETIEN_ET_REPARATIONS_DE_VEHICULES_PARTICULIERS,EQUIPEMENT_PHOTOGRAPHIQUE_CINEMATOGRAPHIQUE_OPTIQUE_AUTRE_BIEN_DURABLE_A_FONCTION_RECREATIVE_ET_CULTURELLE,FARINES_SEMOULES_ET_GRUAUX,FORFAIT_ET_CIRCUITS_TOURISTIQUES_COMPOSITES,FRAIS_DE_CONNEXION_INTERNET_ET_ASSIMILES,FRUITS_SECS_ET_NOIX,HOTELS_ET_AUTRES_SERVICES_D_HEBERGEMENT,HUILES,IHPC,InflationGliss,JEUX_DE_HASARD,JEUX_ET_JOUETS_PASSE_TEMPS_ET_ARTICLES_DE_SPORT_MATERIEL_C,JOURNAUX_ET_PUBLICATIONS_PERIODIQUES,LAIT,LAITS_INFANTILES_ET_FARINES_LACTEES_POUR_BEBE,LEGUMES_FRAIS_EN_FEUILLES,LEGUMES_FRAIS_EN_FRUITS_OU_RACINE,LEGUMES_SECS_ET_OLEAGINEUX,LIVRES_SCOLAIRES_ET_AUTRES_LIVRES,LOISIRS_ET_CULTURE,LOYERS_EFFECTIFS_DES_LOCATAIRES_ET_SOUS_LOCATAIRES,MATERIEL_DE_TELEPHONIE_ET_DE_TELECOPIE,MATERIEL_DE_TRAITEMENT_DE_L_INFORMATION_ET_SUPPORTS_D_ENREGISTREMENT_DE_L_IMAGE_ET_DU_SON,MEDICAMENTS_MODERNES,MEDICAMENTS_TRADITIONNELS,MOUTON_CHEVRE,NETTOYAGE_ET_BLANCHISSAGE_DES_VETEMENTS,OEUFS,OUTILLAGE_MATERIEL_ET_ACCESSOIRES_DIVERS,PAINS,PAPETERIE_ET_IMPRIMES_DIVERS,PATES_ALIMENTAIRES,PATISSERIES_GATEAUX_BISCUITS_VIENOISERIES,PIECES_DETACHEES_ET_ACCESSOIRES,POISSONS_ET_AUTRES_PRODUITS_SECHES_OU_FUMES,POISSONS_FRAIS,PORC,PRODUITS_ALIMENTAIRES_ET_BOISSONS_NON_ALCOOLISEES,PRODUITS_LAITIERS,PRODUITS_MEDICAUX_DIVERS,PRODUITS_POUR_L_ENTRETIEN_ET_REPARATION_COURANTE,PRODUITS_POUR_SOINS_CORPORELS,PROTECTION_SOCIALE_ET_AUTRES_ASSURANCES,REPARATION_ET_LOCATION_D_ARTICLES_CHAUSSANTS,RESTAURANTS_CAFES_ET_ETABLISSEMENTS_SIMILAIRES,RESTAURANTS_ET_HOTELS,SALONS_DE_COIFFURE_ET_INSTITUTS_DE_SOINS_ET_DE_BEAUTE,SANTE,SEL_EPICES_SAUCES_ET_PRODUITS_ALIMENTAIRES_N.D.A,SERVICES_CULTURELS_RECREATIFS_ET_SPORTIFS,SERVICES_DES_AUXILIAIRES_MEDICAUX,SERVICES_DE_LABORATOIRES_ET_DE_RADIOLOGIE,SERVICES_DOMESTIQUES,SERVICES_D_ENTRETIEN_ET_DE_REPARATIONS_COURANTES,SERVICES_FINANCIERS,SERVICES_HOSPITALIERS,SERVICES_MEDICAUX_ET_DENTAIRES,SERVICES_POSTAUX,SERVICES_POUR_L_HABITATION_SAUF_SERVICES_DOMESTIQUES,SOUS_VETEMENTS_FEMMES,SOUS_VETEMENTS_HOMMES,SUCRE,TABAC_ET_STUPEFIANTS,TENUES_SCOLAIRES,TISSUS_D_HABILLEMENT,TRANSPORTS,TRANSPORT_AERIEN_DE_PASSAGERS,TRANSPORT_ROUTIER_DE_PASSAGERS,TUBERCULES_ET_PLANTAIN,VETEMENTS_DE_DESSUS_FEMMES,VETEMENTS_DE_DESSUS_HOMMES,VETEMENTS_ENFANTS_(3_A_13_ANS)_ET_NOURRISSONS_(0_A_2_ANS),VIN_ET_BOISSONS_FERMENTEES,VOLAILLE
2017,11,2017,11,91.95114843395368,99.83697644812224,97.21221317829458,101.8387949743004,99.17057809694792,104.0231931166348,99.76397074954296,99.29188681775514,98.23536608408124,97.76150134048255,105.3251525961157,93.43970808383234,109.3445956160242,116.9338038661009,99.91157843137256,103.1691851582394,100.8546865325077,103.3888843398158,112.4,102.4715716753022,111.0253022184829,106.0,105.089945945946,102.9108303378864,101.7034845005741,101.4292948717949,95.8751209553497,101.9547439573945,108.7102842960289,92.541469740634,107.8296192872798,81.2,95.4022222222222,101.9834777327935,106.101854870514,101.1109153952843,106.6318663484487,100.8267653429603,137.5,104.746769587032,104.9316155606407,107.1287028386633,104.692011574536,98.29009274935588,106.7647535404545,99.5454355400697,103.5284208037825,105.3,96.7778069732188,95.64312056737587,103.7165515278041,99.80172969016832,84.14,0.352112676056343,99.13068744271312,104.8462773722628,112.9583200930052,98.7013109813524,99.64250147841514,111.2070258463779,96.80423001044448,105.4959543509273,101.2626362957431,108.4,104.6659940345751,100.662589428724,99.04215868673052,100.4133385021583,106.2295969599263,114.8721551724138,103.9109756097561,101.0086288848263,101.5913432373878,95.22554072096128,100.2778963110668,105.7639773716275,106.2617518248175,99.98978385531538,102.782511608493,106.7458120289641,96.79957854406132,122.1,101.8354754098361,105.7647463002114,102.8962987236978,103.7678972833371,107.5931640058055,112.8380434782609,102.7479107821565,124.8,105.0809497397389,99.4,100.1186050699543,101.5888226376958,101.76487331359,99.69903240848684,107.8218803418803,98.90406175771972,99.49880325043092,99.74827312323856,99.57500904159131,103.441710199005,119.4833809523809,101.7809538667261,101.172613370734,110.9068600299401,101.1657450832073,98.76165966974531,100.3984471086037,101.6,87.89289754288365,99.08794653372064,114.2622126668458,104.0660576153641,100.9057070624694,103.2392285929838,102.5071775700935,104.6240233133169
2017,12,2017,12,102.985887426237,99.83880967536604,98.00351550387596,99.81579097658482,99.17057809694792,100.6923581899299,99.76397074954296,99.29188681775514,96.33797354747284,97.81554959785524,105.6730241775664,97.90033308383234,107.0673793326855,112.4933663366337,100.0662908496732,102.8050563841397,100.8546865325077,104.5388024564995,113.3,102.5789752446747,111.7312717530886,106.3,105.1785405405405,102.9132242990654,102.4510189437428,101.4292948717949,85.81391710936471,103.3474438487434,120.3140433212997,92.27025936599424,109.3043193441026,81.3,95.6827235873252,105.1182995951417,107.8841290916261,101.790374479889,106.1616992840095,103.9655162454874,137.5,104.746769587032,104.9316155606407,107.1306593604024,104.692011574536,98.47548546190652,106.8546481501811,99.59344947735194,99.4501229314421,105.3,96.7778069732188,95.80851063829786,107.0756215600683,101.1393522810442,84.49,1.0554089709762555,99.13068744271312,106.7660271115746,112.9583200930052,97.51550951214918,99.65697811945594,114.6475209319257,99.3,106.8872182596291,101.1751605675878,108.6,103.9672187728269,101.0587453283503,99.04215868673052,99.63011357445204,103.324758175955,117.3,103.9109756097561,100.3827056672761,101.8570813989477,92.20602803738318,100.3106580259222,105.7641253263708,107.0404744525548,99.96453462726068,102.9155647727866,108.6920008866558,95.47070881226055,124.1,101.8370983606557,105.7647463002114,103.4479813728872,105.5854091340024,107.5931640058055,101.7583333333334,105.6,125.6,107.883222971243,99.1,102.5178695110126,102.6600707427994,101.0439058900955,99.69903240848684,107.8218803418803,100.3618764845606,99.49880325043092,99.81920932615938,99.57500904159131,103.441710199005,119.4833809523809,101.7809538667261,101.7609163160355,110.4468562874251,101.2817133131619,98.57238455079766,100.0017320169252,101.8,88.4690913305517,99.08794653372064,110.9627913643286,100.3392878100827,101.8233143043549,107.3546642776311,102.8441046728972,109.3
2018,1,2018,1,107.845006808897,99.8320878421388,97.48569379844962,100.2763506567676,99.32179533213645,100.2128425748885,99.76397074954296,98.39094407938852,97.38369863013698,98.8458981233244,103.7928339278636,95.76161676646709,105.2220872475974,112.1210174446016,105.3166486928104,104.5345689341579,100.5807391640867,103.6995189355169,112.7,101.1564363845711,111.158142850817,105.9,103.8295675675676,103.6388066139468,102.1111825487945,101.4292948717949,93.54,100.1109358245908,105.108023465704,89.64547550432276,107.7442073220229,81.3,95.23744063870272,102.7503279352227,104.2586486131195,101.8572954230236,105.5059045346062,101.8846570397112,137.5,104.746769587032,104.9316155606407,107.1664696370823,104.6112292955498,98.47548546190652,106.6295520913382,99.37277584204416,98.6628510638298,110.7619047619048,96.95621453836712,96.3636170212766,102.8386126399696,102.8873200780678,84.21,0.1916376306620199,99.13068744271312,105.3581230448384,112.7257372602209,98.69595780749668,100.1140981667652,115.3376265016382,109.1353835441569,103.8425049928673,101.1258625840179,108.8,104.6301138300463,101.0504573767574,98.5865800273598,100.5959930430409,116.8908291110088,115.6928571428572,104.0208414634146,100.4927879341865,102.0073290003095,95.18820427236317,99.8775772681954,105.8688424717145,105.7956934306569,100.1782973092192,99.43416810142436,107.9947066646963,103.4383045977011,125.1,101.8702950819672,104.1386363636363,104.6228223525353,101.4271424368237,103.9649492017416,107.2060869565218,103.0215035007001,125.0,105.501346531274,99.5,107.2599639839313,100.8055078322385,100.7519151036525,98.93352063418048,108.1907407407407,99.38007125890736,99.49880325043092,99.86823622854216,99.6998191681736,104.4332027363184,114.8424285714286,103.785841319367,102.431355773726,110.4291616766467,102.5123676248109,97.61011195074168,100.8236600846262,102.0,89.50968011126564,99.12350632016955,102.9486392546806,101.4979594558549,102.6269874408742,104.9952018106375,103.3704971962617,111.2998198516425
2018,2,2018,2,97.35084430322289,99.8320878421388,97.83946124031009,100.1717589948601,99.52732495511668,100.9225430210325,99.76397074954296,98.39094407938852,96.85933396315542,98.90477211796248,103.5501347602061,97.88138473053894,97.37813195119315,120.8553616218765,113.2325767973856,104.6068679519826,100.3375812693499,103.9541453428864,112.6,101.17467472654,109.7861457733694,106.6,108.2658378378379,103.7004313443566,102.1904592422503,101.4292948717949,93.54,100.47938585398,114.6219539711191,94.44,105.6542974267392,79.2,93.18823446678248,102.524052631579,104.8330695412121,101.5731414701803,105.1373603818616,101.7870758122744,137.5,104.7219336163644,104.9316155606407,107.1710348544736,104.6112292955498,98.47548546190652,106.6295520913382,99.37277584204416,104.5469503546099,136.6796536796537,96.95621453836712,96.3636170212766,102.5399449610932,100.2936618687485,84.39,-0.6065857885615276,99.13068744271312,105.238488008342,112.7257372602209,98.3206536070823,100.1647959787108,114.6637677466327,105.3028292909365,105.8506875891584,101.1421135175504,108.5,105.4516977112247,100.7311087382097,98.69954035567716,100.5086777586857,97.7017756794104,113.2610467980296,104.0208414634146,104.1504753199269,102.2911730114516,97.03690921228304,99.8775772681954,106.1697476066145,106.1604744525548,100.6172827525364,100.8372969165754,113.3912900842323,101.8636685823755,124.1,102.3997213114754,104.6639006342495,104.3448313211452,101.4338994409755,104.3279100145138,107.2060869565218,102.999700340068,124.8,104.8456711323492,99.1,107.8496596943252,100.8055078322385,100.655409674235,98.98845651667057,109.4953561253561,99.38007125890736,99.49880325043092,99.86823622854216,99.67681735985532,104.4332027363184,116.0513333333333,103.7270782259862,102.4268817204301,109.8367627245509,101.683154311649,96.68331654072207,100.6119647390691,102.0,92.1,99.08794653372064,110.0682755531667,101.1595545478794,102.5505415103572,104.5743964541683,105.1734093457944,109.5817696926881
2018,3,2018,3,99.94221970040856,99.75417568427756,97.77157751937985,102.4223586521988,99.52732495511668,100.0163862332696,99.76397074954296,98.31370122032992,97.83832309872462,99.11930294906166,102.8410503369005,99.97473428143712,104.08058632977,112.8956944837341,118.4531192810458,104.6165078210258,100.3375812693499,104.2891914022518,112.9,101.2645308002303,109.4941912057743,106.0,106.8748378378379,104.7614953271028,102.9436997703789,101.4292948717949,87.1507345128858,100.7649397075326,108.4309160649819,87.86835734870316,115.5822988878967,79.2,93.18823446678248,102.8079352226721,104.6482976206126,101.5731414701803,107.1989164677804,102.0989530685921,137.6,104.7219336163644,104.9316155606407,107.1710348544736,104.7155158650968,98.47548546190652,106.6295520913382,99.37277584204416,107.4,115.6,96.95621453836712,96.47595744680852,102.5878250142342,102.1554281532081,84.38,0.610287707061903,99.13068744271312,105.7122106360792,112.7257372602209,97.17572989263512,100.3120993494973,107.1356934838005,109.2277126610189,107.0956319543509,101.0927333831217,108.6,105.4655058436815,100.8188289731269,100.0321149110807,100.5234265118813,89.13834638415476,109.2980049261084,104.0208414634146,101.5102193784278,102.4044877746828,92.44102803738316,99.8775772681954,106.7656222802437,107.2099087591241,100.9109307454786,102.2637267177962,111.9994872173785,101.0885153256705,127.8,102.8798196721311,104.7625052854123,104.8027850983098,101.8908068259832,105.2955732946299,107.2060869565218,102.8079291858372,124.7,104.9393036948545,99.0,105.5363166643579,100.7814047498737,100.655409674235,98.98845651667057,110.3590598290598,100.5584085510689,99.49880325043092,99.86823622854216,99.6998191681736,104.4332027363184,116.0513333333333,103.9674125250724,102.3385226741468,109.4741448353293,101.1715279878971,96.52613769941226,100.7836840620593,102.1,90.73,99.35259283975816,112.6275606915704,101.1735742864764,102.1806736258359,104.7796774801962,105.2466803738318,107.2692052278347
2018,4,2018,4,113.2,98.15468491406747,96.70378682170542,100.7691090805254,99.53417594254935,101.6156787762906,99.76397074954296,98.30983907737698,97.49153046764287,99.90176943699733,102.9980776852953,97.27463697604792,105.7959075693769,110.0,94.75584640522877,104.1923535831211,100.2945085139319,106.2929785056295,113.3,104.3583016695452,109.7406819288846,105.9,108.9210810810811,106.3121675053918,103.8996785304248,102.4655128205128,87.51005048952891,100.962081470531,110.6747427797834,64.85233429394812,104.5550629109506,79.2,93.18823446678248,102.6167489878543,103.9092099382148,101.3294590846047,103.5171121718377,97.2106931407942,137.1,104.7219336163644,104.1770022883295,107.1710348544736,104.7155158650968,98.47548546190652,107.0730321659897,99.37277584204416,105.31,92.42,96.95621453836712,96.5908510638298,102.5878250142342,106.9426884606001,84.6,0.086505190311426,99.13068744271312,105.5148175182482,112.7257372602209,95.5368713505368,97.96473684210524,110.7341791044776,112.8251421608449,108.3,101.1421135175504,108.3,105.6173953007061,100.34910126357,98.77088372093024,100.1091836050459,107.7940073698756,113.7420566502463,104.0208414634146,100.967915904936,102.5436892602909,98.37008678237648,100.8210488534397,106.0901131418625,108.6820802919708,97.7187560652845,106.5280842072312,110.3,104.348285440613,127.9,102.4112295081967,104.9106025369979,102.2497778544326,101.4512805256792,104.5745283018868,107.2052898550725,102.8079291858372,124.8,104.8456711323492,99.8,109.698514568038,100.7814047498737,100.5958637709773,99.0678223362089,111.0959259259259,101.0720427553444,99.49880325043092,99.790413015629,99.53712477396022,104.4332027363184,116.0513333333333,103.9248094495208,102.3555212716223,111.0565550149701,105.7067473524962,96.68331654072207,100.6302045133992,102.3,92.05,99.08794653372064,118.32,101.1671885836223,102.4042749959224,105.2124877404753,105.8899700934579,110.4649629106323
2018,5,2018,5,111.2356967771221,93.3635455124125,97.67224031007753,103.1100856653341,98.9838779174147,102.1598757170172,98.98210603290676,101.7830615529033,96.9372461029759,101.5198927613941,101.9038604835513,92.11872754491016,116.3186707698952,103.734889203206,93.91556699346404,108.0188504910877,101.3187267801858,111.1822824974411,113.6,103.0008635578584,110.1339578443962,105.4,110.5493783783784,108.5071063982746,102.0700229621125,92.95368589743588,89.48610045221056,102.4363108490818,108.5042012635379,87.78608069164264,100.9198969072165,79.2,93.66514685198972,102.8983805668016,104.0311042460891,101.5766782246879,103.3445775656325,99.06940794223824,137.1,98.37708606715556,104.2389244851258,107.3229320876752,104.4696567551387,97.8488133971292,107.5150126248765,99.37277584204416,101.4616690307329,92.42,97.2544286436151,97.42219858156028,98.91579616625545,105.8396413759453,84.88,-1.0335917312661402,93.31409715857012,105.6966944734098,112.7257372602209,94.81045582972308,95.16873447664103,112.344612304332,120.8926099570616,109.402045649073,100.3446527259148,108.2,105.8987326515705,100.0591635522335,99.39007387140904,101.8269665982147,109.0494196222939,110.9794950738917,105.5015975609756,101.1000914076783,102.5164159702878,95.53510013351134,101.0306161515453,106.6962228024369,113.641204379562,97.58577415086016,108.3188495852246,114.155744790897,108.3077203065134,124.5,107.2021803278688,106.2631501057082,102.3514880993446,103.7181104318546,105.5270391872279,115.1157246376812,101.606599453224,124.8,105.5633108627016,99.4,111.9512046913238,97.71585649317838,100.1443205001646,97.18665190020984,110.8304843304843,101.0077672209026,99.24581137650826,99.13159979502947,107.324321880651,100.0818532338309,116.0513333333333,102.4520971696011,102.4851145395044,111.1510310628743,108.5793116490166,96.40315980968376,102.1512764456982,102.5,91.83165507649514,99.32814241972206,115.167895726955,98.97627367297945,104.2076414940467,104.3968709920785,108.0249644859813,108.4085694101024
2018,6,2018,6,118.9678166137086,94.72085295989817,98.47905426356589,104.4439291833238,98.86941472172349,102.2177087316762,98.98210603290676,102.726945152206,97.3652810581011,100.4487399463807,102.2499564011098,104.7462724550898,110.581722276212,108.0431098538425,94.73964379084968,106.0422735540197,101.3516756965945,110.28559877175,114.0,102.584502014968,110.2,106.0,109.567081081081,108.16424155284,101.71403272101,92.95368589743588,89.25089037186636,101.2078727535044,108.36,87.78919308357348,112.1101112103255,79.2,93.66514685198972,102.5012510121458,103.7178519784409,101.4678502080444,103.724062052506,103.548844765343,137.1,98.14470474720186,104.2389244851258,113.1215486884657,104.4696567551387,97.8488133971292,107.239532330662,99.89479674796748,115.7419054373523,90.31965367965368,97.21926802858589,97.49255319148934,98.91579616625545,102.8382849475482,84.96,0.4336513443191673,93.2981332111213,105.3223774765381,112.7257372602209,95.9557280090412,99.24026611472502,110.33,107.4032911686202,113.9916918687589,100.5798655713219,108.2,105.8987326515705,99.86108560242036,99.1521778385773,101.2318130002934,108.939820359281,115.1073645320197,105.5015975609756,101.5967093235832,102.3500649953575,101.2822363150868,99.90012362911266,108.6176414273281,111.3099635036496,100.9262020291134,102.871421714405,111.402334121472,109.2011973180077,127.6,107.3428360655738,106.292156448203,104.7725243187306,105.5409444571578,105.285297532656,109.500289855072,102.4905346402614,124.9,106.2172932844099,99.0,109.5143810315371,97.68183931278423,99.9778183613031,97.6035416180928,110.4443874643874,101.0077672209026,99.24581137650826,99.38570176787088,107.4592224231465,108.4774191542289,116.0513333333333,102.3399732560731,102.0274848059841,108.6794648203593,107.857125567322,96.40315980968376,102.1925839210155,102.5,89.79825220213259,99.32814241972206,117.33,98.83484662576684,104.2378192790735,104.6141097698981,108.2489271028037,109.3501589544331
2018,7,2018,7,94.40167498865183,94.72085295989817,98.23131007751938,104.5738663620788,98.86941472172349,101.929333970682,98.98210603290676,102.7172897948237,95.65351913084554,100.3744235924933,102.2749266745937,111.3094835329341,102.3387614728431,105.3550523338048,104.1063071895425,106.7700836667879,101.2716834365325,106.2804810644831,114.0,102.1007023603915,110.4719381835894,106.1,99.45954054054056,107.3172393961179,99.66396670493684,92.95368589743588,89.45108706150941,101.2021650072137,107.0550496389892,87.78919308357348,104.8057983602565,79.0,93.66514685198972,103.0663927125506,104.5196845011174,101.6838834951456,103.6723293556086,102.6870902527076,137.1,99.62363952142032,104.2389244851258,113.1215486884657,104.4696567551387,97.8488133971292,107.239532330662,99.89479674796748,107.2208747044917,108.93,97.21926802858589,97.49255319148934,98.91579616625545,103.6106391802879,84.76,0.2597402597402573,93.2981332111213,105.3064233576642,112.7257372602209,95.94469014880389,99.167882909521,112.8170476883873,113.7510815829175,111.4333552068474,100.5798655713219,111.1,105.8987326515705,99.41682505783947,99.0035458276334,101.2129177318637,107.9491064025794,113.9530418719212,105.0000365853658,100.6812157221207,102.4530919220056,94.01449265687585,102.2511724825523,109.6215056570931,107.0466788321168,100.418570798412,102.3108452026921,110.2113669277376,108.9956034482759,127.6,107.3428360655738,106.292156448203,104.8390355294929,105.4562646703063,108.1882873730044,115.1157246376812,102.4288939121158,124.4,106.2172932844099,99.3,104.8574747194902,97.68183931278423,99.9778183613031,97.6035416180928,110.4443874643874,101.0077672209026,99.24581137650826,99.38570176787088,107.4592224231465,108.4774191542289,116.0513333333333,102.1350211722755,101.9509911173445,109.0545827095809,105.7852874432678,96.88613769941227,102.7926953455572,102.9,94.54062586926284,99.57624833163224,120.1671701155603,98.9684902640704,104.1626716685696,104.4530875141456,108.1017869158879,111.6582903567644
2018,8,2018,8,96.749232864276,100.1386505410566,96.70632945736432,101.5109937178755,99.6815583482944,102.1166634799235,99.76397074954296,99.28785704706988,96.07031648559284,100.186273458445,103.0702734839477,105.6458607784431,98.14236907461397,103.9290089580387,102.7251993464052,104.6459512550018,100.3705301857585,106.6003377686797,114.2,100.8923776626367,108.6408962493911,105.9,104.2102432432433,106.420718907261,100.9852726750861,102.4655128205128,89.05404969925803,101.4584341770123,109.7393998194946,87.78919308357348,109.7047560678626,79.0,93.18823446678248,104.4960809716599,104.7761430261601,102.1318307905686,107.658415274463,102.9881444043321,137.3,106.2981204168275,104.1770022883295,107.1710348544736,104.4819497106366,98.4488133971292,107.6612910308486,99.89479674796748,109.4423924349882,116.3,96.69055655814626,95.98531914893614,102.4607230973619,106.4003073920468,84.58,0.958188153310112,99.11472349526429,104.9697705943691,112.7257372602209,97.8346261066114,98.59182140745122,110.998572988715,107.6164523616108,106.3391469329529,101.1156086631815,108.5,106.5000499147796,99.48604733938424,98.26704787961698,100.015046728972,98.7662620912022,114.5936330049261,103.9240365853658,100.3436288848263,101.880139275766,99.307129506008,99.67379661016948,108.8816100957354,113.8359854014599,101.2272606969563,106.6014185840246,106.3472668834048,104.1758716475096,129.0,106.6402950819672,104.8278118393235,104.8930727837185,103.3689247768806,105.4209724238026,107.2052898550725,102.5887322797893,124.2,104.8959953920983,99.1,112.8970619199335,100.7874077817079,100.503385982231,99.7231639076708,110.83698005698,101.0077672209026,99.24581137650826,100.1392031770433,101.35452079566,103.3488743781095,103.9168571428572,102.2985335413417,101.5420523609163,108.8608420658683,101.8489296520424,99.80826476350408,102.9106798307475,102.7,92.94285118219749,99.44200164873988,117.3261990504345,100.9163030141371,102.3364247267982,105.4067672576386,106.6371813084112,118.5755775344402
2018,9,2018,9,84.00485701316386,100.1386505410566,96.97256201550388,101.5109937178755,99.94682226211846,102.1166634799235,99.95726508226691,99.75586294756606,97.84182333490789,100.4487399463807,103.0702734839477,108.5604902694611,103.0461731994385,103.5132032060349,107.4261192810457,104.1253983266643,101.3406927244582,106.2511258955988,114.5,101.0463672999424,109.4482367267414,105.8,102.8687837837838,107.4734219985622,101.1682433983927,102.4655128205128,93.46725293058788,101.8050882567729,116.2179196750903,87.78919308357348,105.3384414319344,79.0,93.66514685198972,104.4265587044535,104.7909504403839,102.1318307905686,104.0993747016707,103.4952707581227,137.8,110.1547857969896,104.1770022883295,107.1710348544736,104.8998383556176,98.9797107103423,107.4395509935229,99.84678281068528,114.8957257683215,115.2,96.18259366202268,102.7153191489362,102.4607230973619,105.8847328616736,84.65,0.5240174672489033,99.11472349526429,105.2473514077164,112.7257372602209,96.0476116029384,98.91934949733886,105.4839352020386,110.7344064059417,105.1510784593438,100.9715309932786,108.5,106.357079376674,99.48604733938424,98.26704787961698,101.4639415783077,102.4643689543989,116.5186822660099,103.9240365853658,100.7276599634369,101.8843732590529,99.84662216288382,100.042221335992,109.3020800696258,112.5642700729927,101.2483017203352,111.3441566233631,102.6424146593764,104.7543869731801,124.4,107.0886393442623,104.3599048625793,104.8930727837185,104.292739219981,105.285297532656,107.2052898550725,102.5918327665533,124.2,106.7891432716102,99.5,107.5189887796094,100.7874077817079,101.1085850608753,99.7231639076708,112.1778347578347,101.0077672209026,99.24581137650826,100.1392031770433,101.9094936708861,103.3488743781095,116.0513333333333,103.3380521506575,101.9509911173445,108.9120172155689,105.0408472012103,99.41013434089002,103.539952045134,102.9,82.13454798331016,99.60932911988694,112.375225297859,101.7058735662843,102.3278209101288,105.3965201810637,106.643461682243,108.5750017661604
2018,10,2018,10,81.57587834770766,100.1349395289625,96.97256201550388,101.5109937178755,99.94682226211846,102.1166634799235,99.95726508226691,99.78000134102186,98.09718469532356,100.4487399463807,102.9492746730083,100.4028517964072,105.1424349422308,110.750874115983,104.9573071895425,105.7304365223718,101.3037732198143,105.9398259979529,114.9,101.0463672999424,109.9931227029181,105.6,104.1884864864865,107.5917289719626,100.4121986222733,102.4655128205128,89.05404969925803,102.3040129668881,111.8473871841155,87.78919308357348,116.6818378115107,78.9,93.66514685198972,104.217991902834,104.7909504403839,102.7338696255201,103.6758472553699,103.4952707581227,137.9,110.1547857969896,104.1770022883295,107.4478422565577,104.8998383556176,98.9797107103423,107.8231013283565,99.84678281068528,106.1721134751773,115.2,95.84633653360284,97.49255319148934,102.4607230973619,105.7388143449622,84.79,0.8748906386701663,99.11472349526429,105.7779040667362,112.7257372602209,100.7945507628555,98.91934949733886,109.9723152530033,99.92913659046071,107.3592154065621,100.7485511575803,108.5,106.4951607012418,99.48604733938424,98.24921203830372,101.4676287666066,104.0055412252418,115.6075738916256,103.9240365853658,101.0006124314443,101.7606220984215,114.522870493992,100.3951964107677,108.8242036553525,110.4638686131387,101.4734406704896,107.5376042155789,105.0634823407714,102.8489367816092,124.1,107.7793770491803,104.3599048625793,104.8930727837185,104.3946189806793,106.1226850507983,107.2060869565218,102.7562080416083,124.4,107.8012492533493,99.5,109.5266712841114,100.7874077817079,101.1085850608753,99.7231639076708,112.1778347578347,101.0077672209026,99.24581137650826,100.1392031770433,101.9094936708861,103.3488743781095,116.0513333333333,103.6468464452864,101.9509911173445,108.9120172155689,104.0622428139183,99.41013434089002,102.968394922426,102.9,92.26862308762168,99.60932911988694,112.2054698557735,101.6778821018938,102.3278209101288,105.3755281026028,106.6371813084112,111.7847121158601
